sentence,payment_label
"Please click the link below, if you didn't create a Samsung account.",0.0
"Al-Futtaim Group issue Loan and funding projects and we can partner with you in any you in any great legal business opportunity in your country on a joint venture partnership that we will invest $500,000,000,00 usd (Five Hundred Million dollars )or more.",1.0
I do have the mandate of a Private Client with delicate political background to seek for individuals with Financial Management know-how to handle the investment and management of over US$5.7M under the strict anonymity.,1.0
It is currently eight (8) day passed due.,0.0
Sent from Yahoo Mail for iPhone,0.0
"I am Dr. Luecha Boontaveekul, I would like to retain your service to represent me in a slip and fall injury case against a hospital in your State.",0.0
I came across your e-mail contact prior a private search while in need of your assistance.,0.0
Could you please expedite the processing of the remaining balance due and provide me with the check or wire transfer number once available?,1.0
Thank you for banking with USAA.,1.0
"Be informed that we are working in collaborations with the United Nations secretary General Mr. Ant?nio Guterres, who authorize the immediate payment of your long awaited fund without any further delay.",1.0
proof of ownership of the fund and you were not told the truth by,1.0
"San Francisco, CA United States",0.0
"For this moment I will be very glad for your quick response by sending sum of $25.00 so that I will quickly do the needful and finalize everything within 1:43pm our local time here, I am giving you every assurance that as soon as I receive the $25.00 that I will activate your daily installment account and proceed with your first transfer of $7,000.00 before 1:43pm our local time because I will close once its 6:30pm.",1.0
So I want to set a date for a visit.,0.0
"Yes, subscribe me to this list",0.0
We have received your payment for USD 469.01 via VISA ending 4155.,1.0
Kindly send the information in this order:,0.0
"QVC, Inc. is located at 1200 Wilson Drive, West Chester, PA 19380.",0.0
"Friday, November 8, 2019, 11:58:16 AM PST",0.0
I'll pay back as soon as i get back.,1.0
"For questions regarding this message, refer to the contact information listed above.",0.0
"Please click the link below, if you didn't create a Samsung Account.",0.0
You will only have to inform your provider about the vulnerabilities in the router so that other hackers will not use it.,0.0
Dear Sir or Madam:,0.0
I've been watching you for a few months now.,0.0
San Jose Calif 95124,0.0
International / Domestic Customer Service - North America,0.0
address so the releasing form will be file before the transaction will,1.0
Once the lady took my payment it said technical review and she said she had the void my payment and couldn't take payment.,1.0
The email appears to be from last year urging members to renew their membership.,0.0
***** DO NOT REPLY TO THIS EMAIL.,0.0
this done and the information you need to process the payment,1.0
Orthodox Church of the Redeemer,0.0
I would be glad to answer any questions you have.,0.0
I would plan on approximately 5-6 business day before it will be delivered.,0.0
I was told by my doctor that I was poisoned and has got my liver damaged and can only live for some months.,0.0
Please see the attached Monthly statement of Account of the open invoices with your Firm/Business.,1.0
I thought I fixed this problem two years ago.,0.0
"If you have received this communication in error, please immediately notify sender by return e-mail and destroy or return the communication.",0.0
All replies are automatically deleted.,0.0
"Available until Jan 16, 2020",0.0
"Hi Jeffrey, we're getting your order ready to be shipped.",0.0
Attached is a PDF document of your account history.,0.0
Send me your private email for full details information.,0.0
Also note that you can run this job while also working on your other jobs.,0.0
I will issue a stop payment request.,1.0
"I am the tenant at Collonade Apartments, 201 South 4th Street, #718, San Jose, CA.You spoke with my girlfriend Samantha that day.",0.0
Swift code : 7f937g75,0.0
"I received an inspection notice for 4672 Whitwood Ln, San Jose.",0.0
"I have this strong desire to help the poor orphans suffering each day, but this dream cannot be realised as a result of my health, which does not improv e, hence I do not know whether I will survive having undergone different surgical operations, which has kept me hospitalized.",0.0
"Mini Handheld Fan, VersionTech Foldable...",0.0
"1) In the Reset Password screen, enter into the Password Reset Key the following: 637754.",0.0
We need to confirm you as a owner of this emailrob.lloyd@sanjoseca.gov.,0.0
We shipped 2 boxes today.,0.0
Also on Friday we got a notice that a wire for same amount was rejected by cadence saying the account number didn't exist,1.0
"Firstly, I must solicit your confidence in this project; Is obvious we have not met each other,",0.0
Your confirmation to the above will be appreciated.,0.0
Please open the attachment for specific details regarding the deposit,1.0
details with the purchasing / contracts division,1.0
This has been going on for about a week now and is very frustrating being as I do own a permit and I’m not able to park on my own street.,0.0
What is required for you to process ?,0.0
"If your signature is required, please be sure to sign wherever indicated.",0.0
Our goal is to keep our customers informed throughout the Vehicle Abatement process.,0.0
"I’m applying to renew my University permit and the application requires either a utility bill, current DMV Vehicle Registration, property tax bill, or a Tenant Verification Form, would a tenant lease with my name suffice as proof of residency?",1.0
Airport Closest to you.,0.0
possible for more details.,0.0
Your account security is important to us.,0.0
Please advise which day(s) will work best for you so I may make travel arrangements.,0.0
I have called (408)535-7750 and left a very detailed message regarding this.,0.0
"Exodus 14 VS 14 says that the lord will fight my case and I shall hold my peace"".",0.0
"We just waiting be routed to pick it up , can you please help me in this regard .",0.0
"Otherwise, I will send video with your pranks to all your colleagues and friends!!!",1.0
Bank name : SCOTIABANK ( BAHAMAS ) LTD,1.0
"If you do not wish to receive any emails from us, click here to",0.0
Do I make the payment at City Hall Cashiers Office?,1.0
"If you need additional still photos, let me know.",0.0
"Wednesday, May 8, 2019 3:50 PM",0.0
"Friday, June 7, 2019 7:29 AM",0.0
Ones again I’m attaching the copy of voided check and verification letter from our bank.,1.0
(2) personal or official contact address:======================,0.0
Please contact our Telephone Report Automation Center (TRAC) at,0.0
"TAG Oil Ltd are in need of urgent company representative,Kindly get back to us via email for more work details",0.0
Recover your account here:,0.0
"Presently, I'm with my laptop in a hospital here in where I have been undergoing treatment for cancer of the lungs.",0.0
You are being legally contacted regarding the release of your long awaited fund.,1.0
using your login credentials.,0.0
Please find attached your latest statement of account as of today for your review and advise as to when we would receive our payment as forwarded to us from our financedepartment.,1.0
